timestamp,dataset,model_noise_type,model_noise_level,test_noise_type,test_noise_level,noisy_mae,noisy_psnr,noisy_ssim,denosied_mae,denoised_psnr,denoised_ssim
09_03_2023_18_14_08,stdata12,mixed,0.01,mixed,0.1,0.28414517641067505,14.74528980255127,0.32621678709983826,0.21439218521118164,16.800704956054688,0.4395705759525299
09_03_2023_18_14_29,stdata12,mixed,0.01,poisson,0.1,0.05806869640946388,28.544193267822266,0.7557345032691956,0.23250098526477814,15.96412467956543,0.4267573654651642
09_03_2023_18_14_51,interpretation,mixed,0.01,gaussian,0.001,0.025230173021554947,33.298255920410156,0.9026797413825989,0.25160670280456543,13.080326080322266,0.3544340431690216
09_03_2023_18_15_43,interpretation,mixed,0.01,gaussian,0.01,0.07978484779596329,23.298255920410156,0.5904058218002319,0.22950518131256104,13.966071128845215,0.3767225742340088
09_03_2023_18_16_22,interpretation,mixed,0.01,gaussian,0.025,0.12615031003952026,19.3189754486084,0.4038947522640228,0.20781169831752777,14.868903160095215,0.4014304280281067
09_03_2023_18_17_11,interpretation,mixed,0.01,gaussian,0.05,0.17837592959403992,16.312015533447266,0.264632910490036,0.1849365085363388,15.881168365478516,0.4318775236606598
09_03_2023_18_18_02,interpretation,mixed,0.01,gaussian,0.1,0.251596063375473,13.349371910095215,0.15802747011184692,0.1591019481420517,17.139434814453125,0.46996331214904785
09_03_2023_18_18_46,interpretation,mixed,0.01,gaussian,0.25,0.38582679629325867,9.8076171875,0.07640548050403595,0.12793482840061188,18.887226104736328,0.5291115045547485
09_03_2023_18_19_32,interpretation,mixed,0.01,gaussian,0.5,0.5049924254417419,7.734253883361816,0.04849778860807419,0.11450827866792679,19.736064910888672,0.5570439696311951
09_03_2023_18_20_20,interpretation,mixed,0.01,mixed,0.1,0.26728230714797974,12.967122077941895,0.2599668800830841,0.21594837307929993,14.537035942077637,0.39911001920700073
09_03_2023_18_21_07,interpretation,mixed,0.01,poisson,0.1,0.05806872993707657,26.358488082885742,0.6853665113449097,0.24382133781909943,13.352474212646484,0.3638327419757843
09_03_2023_18_21_48,faciesmark,mixed,0.01,gaussian,0.001,0.025225261226296425,35.98152160644531,0.8762686848640442,0.2622075080871582,14.993423461914062,0.4605970084667206
09_03_2023_18_22_24,faciesmark,mixed,0.01,gaussian,0.01,0.07975558936595917,25.982988357543945,0.4935762584209442,0.21433013677597046,16.447917938232422,0.5589010119438171
09_03_2023_18_22_59,faciesmark,mixed,0.01,gaussian,0.025,0.12606880068778992,22.00674057006836,0.30265307426452637,0.18601779639720917,17.628070831298828,0.6109239459037781
09_03_2023_18_23_32,faciesmark,mixed,0.01,gaussian,0.05,0.1781396120786667,19.0076847076416,0.18570353090763092,0.15992236137390137,18.992496490478516,0.6576142907142639
09_03_2023_18_23_58,faciesmark,mixed,0.01,gaussian,0.1,0.25092604756355286,16.055980682373047,0.10437338054180145,0.1300554722547531,20.93560218811035,0.710422158241272
09_03_2023_18_24_24,faciesmark,mixed,0.01,gaussian,0.25,0.38416120409965515,12.520463943481445,0.046308733522892,0.0893494114279747,24.222177505493164,0.7655033469200134
09_03_2023_18_24_50,faciesmark,mixed,0.01,gaussian,0.5,0.5028141736984253,10.438478469848633,0.02702629566192627,0.06663504242897034,25.782529830932617,0.8004428148269653
09_03_2023_18_25_17,faciesmark,mixed,0.01,mixed,0.1,0.26492583751678467,15.761736869812012,0.18367615342140198,0.20589466392993927,16.943601608276367,0.57317054271698
09_03_2023_18_25_42,faciesmark,mixed,0.01,poisson,0.1,0.0580618716776371,29.04137420654297,0.6363337635993958,0.2440456748008728,15.493775367736816,0.4917805790901184
